label:LGMD_CC_2nA
65237
-0.249988	-65.111522
-0.249938	-65.115337
-0.249888	-65.120677
-0.249838	-65.120677
-0.249788	-65.116862
-0.249738	-65.116862
-0.249689	-65.121440
-0.249639	-65.121440
-0.249589	-65.121440
-0.249539	-65.124492
-0.249489	-65.130595
-0.249440	-65.133647
-0.249390	-65.138225
-0.249340	-65.138988
-0.249290	-65.138988
-0.249240	-65.142802
-0.249190	-65.149669
-0.249141	-65.155772
-0.249091	-65.159587
-0.249041	-65.161113
-0.248991	-65.155772
-0.248941	-65.161113
-0.248892	-65.164165
-0.248842	-65.168742
-0.248792	-65.168742
-0.248742	-65.167216
-0.248692	-65.167216
-0.248642	-65.169505
-0.248593	-65.167216
-0.248543	-65.168742
-0.248493	-65.169505
-0.248443	-65.171031
-0.248393	-65.170268
-0.248344	-65.171031
-0.248294	-65.174083
-0.248244	-65.174846
-0.248194	-65.174083
-0.248144	-65.174083
-0.248094	-65.174846
-0.248045	-65.175609
-0.247995	-65.175609
-0.247945	-65.174846
-0.247895	-65.177135
-0.247845	-65.177898
-0.247796	-65.177898
-0.247746	-65.179423
-0.247696	-65.179423
-0.247646	-65.187053
-0.247596	-65.195445
-0.247546	-65.200786
-0.247497	-65.173320
-0.247447	-65.144328
-0.247397	-65.135936
-0.247347	-65.110759
-0.247297	-65.087871
-0.247248	-65.090922
-0.247198	-65.080241
-0.247148	-65.072612
-0.247098	-65.074901
-0.247048	-65.081767
-0.246998	-65.074901
-0.246949	-65.070323
-0.246899	-65.069560
-0.246849	-65.067271
-0.246799	-65.068797
-0.246749	-65.067271
-0.246700	-65.064983
-0.246650	-65.064983
-0.246600	-65.064983
-0.246550	-65.064983
-0.246500	-65.067271
-0.246450	-65.061931
-0.246401	-65.055827
-0.246351	-65.061168
-0.246301	-65.061168
-0.246251	-65.072612
-0.246201	-65.076427
-0.246152	-65.076427
-0.246102	-65.077953
-0.246052	-65.082530
-0.246002	-65.087108
-0.245952	-65.090160
-0.245902	-65.090160
-0.245853	-65.090160
-0.245803	-65.093211
-0.245753	-65.095500
-0.245703	-65.101604
-0.245653	-65.114574
-0.245604	-65.109233
-0.245554	-65.106944
-0.245504	-65.113811
-0.245454	-65.113811
-0.245404	-65.113811
-0.245354	-65.113811
-0.245305	-65.109996
-0.245255	-65.107707
-0.245205	-65.107707
-0.245155	-65.105418
-0.245105	-65.102367
-0.245056	-65.103130
-0.245006	-65.100841
-0.244956	-65.098552
-0.244906	-65.094737
-0.244856	-65.090160
-0.244806	-65.087871
-0.244757	-65.085582
-0.244707	-65.083293
-0.244657	-65.081004
-0.244607	-65.077953
-0.244557	-65.074138
-0.244508	-65.075664
-0.244458	-65.071849
-0.244408	-65.068034
-0.244358	-65.067271
-0.244308	-65.057353
-0.244258	-65.047435
-0.244209	-65.046672
-0.244159	-65.042857
-0.244109	-65.040568
-0.244059	-65.039043
-0.244009	-65.036754
-0.243960	-65.034465
-0.243910	-65.032176
-0.243860	-65.028361
-0.243810	-65.022258
-0.243760	-65.019206
-0.243710	-65.016154
-0.243661	-65.007762
-0.243611	-65.003947
